event_id,match_id,period,minute,second,timestamp,event_type,player_name,team_name,possession_team,location_x,location_y,under_pressure,duration,play_pattern,pass_recipient,pass_length,pass_height,pass_outcome,pass_angle,pass_end_x,pass_end_y,shot_outcome,shot_xg,shot_body_part,shot_technique,is_goal,carry_end_x,carry_end_y,carry_distance,dribble_outcome,dribble_nutmeg,substitution,position,foul_committed,Netherlands_score,England_score,score_diff,team_tournament_wins,team_tournament_draws,team_tournament_losses,team_tournament_goals,team_tournament_conceded,player_tournament_goals,player_match_goals,previous_event_type,previous_player,previous_team,previous_minute,previous_second,next_event_type,next_player,next_team,possession_retained,distance_to_goal,is_key_pass,is_danger_zone,is_high_pressure
69,3942819,1,1,34,00:01:34.025,Ball Receipt*,Marc Guehi,England,England,36.7,2.6,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,2,3,0,5,3,0,0,Pass,Jude Bellingham,England,1.0,32.0,Carry,Marc Guehi,England,True,83.3,False,False,False
70,3942819,1,1,34,00:01:34.025,Carry,Marc Guehi,England,England,36.7,2.6,,0.759249,From Free Kick,,,,,,,,,,,,False,38.0,2.6,1.2999999999999972,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,2,3,0,5,3,0,0,Ball Receipt*,Marc Guehi,England,1.0,34.0,Pass,Marc Guehi,England,True,83.3,False,False,False
71,3942819,1,1,34,00:01:34.784,Pass,Marc Guehi,England,England,38.0,2.6,,1.490442,From Free Kick,Kieran Trippier,20.578873,Ground Pass,,-0.08758026,58.5,0.8,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,2,3,0,5,3,0,0,Carry,Marc Guehi,England,1.0,34.0,Ball Receipt*,Kieran Trippier,England,True,82.0,False,False,False
72,3942819,1,1,36,00:01:36.274,Ball Receipt*,Kieran Trippier,England,England,58.5,0.8,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,0,0,2,3,0,5,3,0,0,Pass,Marc Guehi,England,1.0,34.0,Carry,Kieran Trippier,England,True,61.5,False,False,False
73,3942819,1,1,36,00:01:36.274,Carry,Kieran Trippier,England,England,58.5,0.8,,0.003808,From Free Kick,,,,,,,,,,,,False,58.5,0.8,0.0,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,0,0,2,3,0,5,3,0,0,Ball Receipt*,Kieran Trippier,England,1.0,36.0,Pass,Kieran Trippier,England,True,61.5,False,False,False
74,3942819,1,1,36,00:01:36.278,Pass,Kieran Trippier,England,England,58.5,0.8,,0.631162,From Free Kick,Phil Foden,11.960351,Ground Pass,,1.4702958,59.7,12.7,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,0,0,2,3,0,5,3,0,0,Carry,Kieran Trippier,England,1.0,36.0,Pressure,Tijjani Reijnders,Netherlands,False,61.5,False,False,False
75,3942819,1,1,36,00:01:36.520,Pressure,Tijjani Reijnders,Netherlands,England,59.9,67.1,,0.952042,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,3,1,1,9,5,0,0,Pass,Kieran Trippier,England,1.0,36.0,Ball Receipt*,Phil Foden,England,False,60.1,False,False,False
76,3942819,1,1,36,00:01:36.909,Ball Receipt*,Phil Foden,England,England,59.7,12.7,True,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 18, 'name': 'Right Attacking Midfield'}",,0,0,0,2,3,0,5,3,0,0,Pressure,Tijjani Reijnders,Netherlands,1.0,36.0,Carry,Phil Foden,England,True,60.3,False,False,True
77,3942819,1,1,36,00:01:36.909,Carry,Phil Foden,England,England,59.7,12.7,True,1.197949,From Free Kick,,,,,,,,,,,,False,56.5,3.0,10.21420579389313,,False,,"{'id': 18, 'name': 'Right Attacking Midfield'}",,0,0,0,2,3,0,5,3,0,0,Ball Receipt*,Phil Foden,England,1.0,36.0,Pass,Phil Foden,England,True,60.3,False,False,False
78,3942819,1,1,38,00:01:38.107,Pass,Phil Foden,England,England,56.5,3.0,,1.729508,From Free Kick,Jude Bellingham,20.06639,Ground Pass,,2.590917,39.4,13.5,,,,,False,,,,,False,,"{'id': 18, 'name': 'Right Attacking Midfield'}",,0,0,0,2,3,0,5,3,0,0,Carry,Phil Foden,England,1.0,36.0,Ball Receipt*,Jude Bellingham,England,True,63.5,False,False,False
79,3942819,1,1,39,00:01:39.837,Ball Receipt*,Jude Bellingham,England,England,39.4,13.5,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 20, 'name': 'Left Attacking Midfield'}",,0,0,0,2,3,0,5,3,3,0,Pass,Phil Foden,England,1.0,38.0,Carry,Jude Bellingham,England,True,80.6,False,False,False
80,3942819,1,1,39,00:01:39.837,Carry,Jude Bellingham,England,England,39.4,13.5,,0.666082,From Free Kick,,,,,,,,,,,,False,38.6,14.9,1.612451549659709,,False,,"{'id': 20, 'name': 'Left Attacking Midfield'}",,0,0,0,2,3,0,5,3,3,0,Ball Receipt*,Jude Bellingham,England,1.0,39.0,Pass,Jude Bellingham,England,True,80.6,False,False,False
81,3942819,1,1,40,00:01:40.503,Pass,Jude Bellingham,England,England,38.6,14.9,,1.373175,From Free Kick,John Stones,28.675425,Ground Pass,,1.7531451,33.4,43.1,,,,,False,,,,,False,,"{'id': 20, 'name': 'Left Attacking Midfield'}",,0,0,0,2,3,0,5,3,3,0,Carry,Jude Bellingham,England,1.0,39.0,Ball Receipt*,John Stones,England,True,81.4,False,False,False
82,3942819,1,1,41,00:01:41.876,Ball Receipt*,John Stones,England,England,33.4,43.1,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,2,3,0,5,3,0,0,Pass,Jude Bellingham,England,1.0,40.0,Carry,John Stones,England,True,86.6,False,False,False
83,3942819,1,1,41,00:01:41.876,Carry,John Stones,England,England,33.4,43.1,,0.069693,From Free Kick,,,,,,,,,,,,False,33.4,43.1,0.0,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,2,3,0,5,3,0,0,Ball Receipt*,John Stones,England,1.0,41.0,Pass,John Stones,England,True,86.6,False,False,False
84,3942819,1,1,41,00:01:41.946,Pass,John Stones,England,England,33.4,43.1,,1.265391,From Free Kick,Kyle Walker,17.390802,Ground Pass,,1.0402384,42.2,58.1,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,2,3,0,5,3,0,0,Carry,John Stones,England,1.0,41.0,Ball Receipt*,Kyle Walker,England,True,86.6,False,False,False
85,3942819,1,1,43,00:01:43.211,Ball Receipt*,Kyle Walker,England,England,42.2,58.1,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,2,3,0,5,3,0,0,Pass,John Stones,England,1.0,41.0,Carry,Kyle Walker,England,True,77.8,False,False,False
86,3942819,1,1,43,00:01:43.211,Carry,Kyle Walker,England,England,42.2,58.1,True,1.372835,From Free Kick,,,,,,,,,,,,False,47.3,59.4,5.263078946776301,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,2,3,0,5,3,0,0,Ball Receipt*,Kyle Walker,England,1.0,43.0,Pressure,Cody Mathès Gakpo,Netherlands,False,77.8,False,False,False
87,3942819,1,1,44,00:01:44.350,Pressure,Cody Mathès Gakpo,Netherlands,England,72.2,20.7,,0.320628,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,3,1,1,9,5,3,0,Carry,Kyle Walker,England,1.0,43.0,Dribbled Past,Cody Mathès Gakpo,Netherlands,True,47.8,False,False,False
88,3942819,1,1,44,00:01:44.584,Dribbled Past,Cody Mathès Gakpo,Netherlands,England,72.8,20.7,,0.0,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,3,1,1,9,5,3,0,Pressure,Cody Mathès Gakpo,Netherlands,1.0,44.0,Dribble,Kyle Walker,England,False,47.2,False,False,True
89,3942819,1,1,44,00:01:44.584,Dribble,Kyle Walker,England,England,47.3,59.4,True,0.0,From Free Kick,,,,,,,,,,,,False,,,,Complete,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,2,3,0,5,3,0,0,Dribbled Past,Cody Mathès Gakpo,Netherlands,1.0,44.0,Carry,Kyle Walker,England,True,72.7,False,False,False
90,3942819,1,1,44,00:01:44.584,Carry,Kyle Walker,England,England,47.3,59.4,True,1.930459,From Free Kick,,,,,,,,,,,,False,56.1,64.8,10.324727599312247,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,2,3,0,5,3,0,0,Dribble,Kyle Walker,England,1.0,44.0,Pressure,Cody Mathès Gakpo,Netherlands,False,72.7,False,False,False
91,3942819,1,1,46,00:01:46.332,Pressure,Cody Mathès Gakpo,Netherlands,England,64.0,14.0,,0.337499,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,3,1,1,9,5,3,0,Carry,Kyle Walker,England,1.0,44.0,Pass,Kyle Walker,England,False,56.0,False,False,False
92,3942819,1,1,46,00:01:46.514,Pass,Kyle Walker,England,England,56.1,64.8,True,0.564549,From Free Kick,Bukayo Saka,7.692204,Ground Pass,,0.27651393,63.5,66.9,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,2,3,0,5,3,0,0,Pressure,Cody Mathès Gakpo,Netherlands,1.0,46.0,Ball Receipt*,Bukayo Saka,England,True,63.9,False,False,True
93,3942819,1,1,47,00:01:47.079,Ball Receipt*,Bukayo Saka,England,England,63.5,66.9,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,0,0,0,2,3,0,5,3,2,0,Pass,Kyle Walker,England,1.0,46.0,Pass,Bukayo Saka,England,True,56.5,False,False,False
94,3942819,1,1,47,00:01:47.079,Pass,Bukayo Saka,England,England,63.5,66.9,,0.926351,From Free Kick,Kobbie Mainoo,12.514392,Ground Pass,,-1.6187595,62.9,54.4,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,0,0,0,2,3,0,5,3,2,0,Ball Receipt*,Bukayo Saka,England,1.0,47.0,Ball Receipt*,Kobbie Mainoo,England,True,56.5,False,False,False
95,3942819,1,1,48,00:01:48.005,Ball Receipt*,Kobbie Mainoo,England,England,62.9,54.4,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,2,3,0,5,3,0,0,Pass,Bukayo Saka,England,1.0,47.0,Carry,Kobbie Mainoo,England,True,57.1,False,False,False
96,3942819,1,1,48,00:01:48.005,Carry,Kobbie Mainoo,England,England,62.9,54.4,,1.560596,From Free Kick,,,,,,,,,,,,False,65.9,54.0,3.0265491900843178,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,2,3,0,5,3,0,0,Ball Receipt*,Kobbie Mainoo,England,1.0,48.0,Pass,Kobbie Mainoo,England,True,57.1,False,False,False
97,3942819,1,1,49,00:01:49.566,Pass,Kobbie Mainoo,England,England,65.9,54.0,,0.812742,From Free Kick,Jude Bellingham,10.324728,Ground Pass,,-1.9477056,62.1,44.4,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,2,3,0,5,3,0,0,Carry,Kobbie Mainoo,England,1.0,48.0,Ball Receipt*,Jude Bellingham,England,True,54.099999999999994,False,False,False
98,3942819,1,1,50,00:01:50.379,Ball Receipt*,Jude Bellingham,England,England,62.1,44.4,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 20, 'name': 'Left Attacking Midfield'}",,0,0,0,2,3,0,5,3,3,0,Pass,Kobbie Mainoo,England,1.0,49.0,Carry,Jude Bellingham,England,True,57.9,False,False,False
99,3942819,1,1,50,00:01:50.379,Carry,Jude Bellingham,England,England,62.1,44.4,True,1.57978,From Free Kick,,,,,,,,,,,,False,63.8,42.6,2.4758836806279843,,False,,"{'id': 20, 'name': 'Left Attacking Midfield'}",,0,0,0,2,3,0,5,3,3,0,Ball Receipt*,Jude Bellingham,England,1.0,50.0,Pressure,Xavi Simons,Netherlands,False,57.9,False,False,False
100,3942819,1,1,51,00:01:51.442,Pressure,Xavi Simons,Netherlands,England,54.9,37.3,,0.500102,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,3,1,1,9,5,0,0,Carry,Jude Bellingham,England,1.0,50.0,Pass,Jude Bellingham,England,False,65.1,False,False,False
101,3942819,1,1,51,00:01:51.958,Pass,Jude Bellingham,England,England,63.8,42.6,,0.023497,From Free Kick,,0.9055385,Ground Pass,Incomplete,-0.11065722,64.7,42.5,,,,,False,,,,,False,,"{'id': 20, 'name': 'Left Attacking Midfield'}",,0,0,0,2,3,0,5,3,3,0,Pressure,Xavi Simons,Netherlands,1.0,51.0,Block,Xavi Simons,Netherlands,False,56.2,False,False,True
102,3942819,1,1,51,00:01:51.982,Block,Xavi Simons,Netherlands,England,55.4,37.6,,0.0,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,3,1,1,9,5,0,0,Pass,Jude Bellingham,England,1.0,51.0,Pressure,Xavi Simons,Netherlands,True,64.6,False,False,False
103,3942819,1,1,54,00:01:54.481,Pressure,Xavi Simons,Netherlands,England,56.4,47.0,,1.314478,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,3,1,1,9,5,0,0,Block,Xavi Simons,Netherlands,1.0,51.0,Pass,Jude Bellingham,England,False,63.6,False,False,False
104,3942819,1,1,55,00:01:55.718,Pass,Jude Bellingham,England,England,69.5,28.0,True,1.869697,From Free Kick,Declan Rice,15.035957,High Pass,,-2.070143,62.3,14.8,,,,,False,,,,,False,,"{'id': 20, 'name': 'Left Attacking Midfield'}",,0,0,0,2,3,0,5,3,3,0,Pressure,Xavi Simons,Netherlands,1.0,54.0,Pressure,Donyell Malen,Netherlands,False,50.5,False,False,True
105,3942819,1,1,57,00:01:57.347,Pressure,Donyell Malen,Netherlands,England,57.4,64.6,,1.011261,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,3,1,1,9,5,2,0,Pass,Jude Bellingham,England,1.0,55.0,Ball Receipt*,Declan Rice,England,False,62.6,False,False,False
106,3942819,1,1,57,00:01:57.587,Ball Receipt*,Declan Rice,England,England,62.3,14.8,True,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,2,3,0,5,3,0,0,Pressure,Donyell Malen,Netherlands,1.0,57.0,Carry,Declan Rice,England,True,57.7,False,False,True
107,3942819,1,1,57,00:01:57.587,Carry,Declan Rice,England,England,62.3,14.8,True,1.529507,From Free Kick,,,,,,,,,,,,False,58.1,7.4,8.508818954473057,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,2,3,0,5,3,0,0,Ball Receipt*,Declan Rice,England,1.0,57.0,Pass,Declan Rice,England,True,57.7,False,False,False
108,3942819,1,1,59,00:01:59.117,Pass,Declan Rice,England,England,58.1,7.4,,0.940933,From Free Kick,Marc Guehi,11.175867,Ground Pass,,-3.0250065,47.0,6.1,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,2,3,0,5,3,0,0,Carry,Declan Rice,England,1.0,57.0,Ball Receipt*,Marc Guehi,England,True,61.9,False,False,False
109,3942819,1,2,0,00:02:00.058,Ball Receipt*,Marc Guehi,England,England,47.0,6.1,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,2,3,0,5,3,0,0,Pass,Declan Rice,England,1.0,59.0,Carry,Marc Guehi,England,True,73.0,False,False,False
110,3942819,1,2,0,00:02:00.058,Carry,Marc Guehi,England,England,47.0,6.1,,2.88288,From Free Kick,,,,,,,,,,,,False,45.5,11.0,5.1244511901275835,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,2,3,0,5,3,0,0,Ball Receipt*,Marc Guehi,England,2.0,0.0,Pass,Marc Guehi,England,True,73.0,False,False,False
111,3942819,1,2,2,00:02:02.941,Pass,Marc Guehi,England,England,45.5,11.0,,0.853676,From Free Kick,Declan Rice,7.970571,Ground Pass,,-1.1576675,48.7,3.7,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,2,3,0,5,3,0,0,Carry,Marc Guehi,England,2.0,0.0,Ball Receipt*,Declan Rice,England,True,74.5,False,False,False
112,3942819,1,2,3,00:02:03.794,Ball Receipt*,Declan Rice,England,England,48.7,3.7,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,2,3,0,5,3,0,0,Pass,Marc Guehi,England,2.0,2.0,Carry,Declan Rice,England,True,71.3,False,False,False
113,3942819,1,2,3,00:02:03.794,Carry,Declan Rice,England,England,48.7,3.7,,1.130849,From Free Kick,,,,,,,,,,,,False,48.7,3.7,0.0,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,2,3,0,5,3,0,0,Ball Receipt*,Declan Rice,England,2.0,3.0,Pass,Declan Rice,England,True,71.3,False,False,False
114,3942819,1,2,4,00:02:04.925,Pass,Declan Rice,England,England,48.7,3.7,,0.830563,From Free Kick,Phil Foden,11.414026,Ground Pass,,-0.19395915,59.9,1.5,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,2,3,0,5,3,0,0,Carry,Declan Rice,England,2.0,3.0,Ball Receipt*,Phil Foden,England,True,71.3,False,False,False
115,3942819,1,2,5,00:02:05.756,Ball Receipt*,Phil Foden,England,England,59.9,1.5,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 18, 'name': 'Right Attacking Midfield'}",,0,0,0,2,3,0,5,3,0,0,Pass,Declan Rice,England,2.0,4.0,Carry,Phil Foden,England,True,60.1,False,False,False
116,3942819,1,2,5,00:02:05.756,Carry,Phil Foden,England,England,59.9,1.5,,1.082061,From Free Kick,,,,,,,,,,,,False,60.7,1.8,0.8544003745317571,,False,,"{'id': 18, 'name': 'Right Attacking Midfield'}",,0,0,0,2,3,0,5,3,0,0,Ball Receipt*,Phil Foden,England,2.0,5.0,Pass,Phil Foden,England,True,60.1,False,False,False
117,3942819,1,2,6,00:02:06.838,Pass,Phil Foden,England,England,60.7,1.8,,0.995688,From Free Kick,Jude Bellingham,10.553673,Ground Pass,,1.3510996,63.0,12.1,,,,,False,,,,,False,,"{'id': 18, 'name': 'Right Attacking Midfield'}",,0,0,0,2,3,0,5,3,0,0,Carry,Phil Foden,England,2.0,5.0,Ball Receipt*,Jude Bellingham,England,True,59.3,False,False,False
118,3942819,1,2,7,00:02:07.834,Ball Receipt*,Jude Bellingham,England,England,63.0,12.1,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 20, 'name': 'Left Attacking Midfield'}",,0,0,0,2,3,0,5,3,3,0,Pass,Phil Foden,England,2.0,6.0,Carry,Jude Bellingham,England,True,57.0,False,False,False
119,3942819,1,2,7,00:02:07.834,Carry,Jude Bellingham,England,England,63.0,12.1,,0.062124003,From Free Kick,,,,,,,,,,,,False,63.0,12.1,0.0,,False,,"{'id': 20, 'name': 'Left Attacking Midfield'}",,0,0,0,2,3,0,5,3,3,0,Ball Receipt*,Jude Bellingham,England,2.0,7.0,Pass,Jude Bellingham,England,True,57.0,False,False,False
120,3942819,1,2,7,00:02:07.896,Pass,Jude Bellingham,England,England,63.0,12.1,,1.334448,From Free Kick,Marc Guehi,22.751703,Ground Pass,,2.8838215,41.0,17.9,,,,,False,,,,,False,,"{'id': 20, 'name': 'Left Attacking Midfield'}",,0,0,0,2,3,0,5,3,3,0,Carry,Jude Bellingham,England,2.0,7.0,Ball Receipt*,Marc Guehi,England,True,57.0,False,False,False
121,3942819,1,2,9,00:02:09.230,Ball Receipt*,Marc Guehi,England,England,41.0,17.9,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,2,3,0,5,3,0,0,Pass,Jude Bellingham,England,2.0,7.0,Carry,Marc Guehi,England,True,79.0,False,False,False
122,3942819,1,2,9,00:02:09.230,Carry,Marc Guehi,England,England,41.0,17.9,,0.021476,From Free Kick,,,,,,,,,,,,False,41.0,17.9,0.0,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,2,3,0,5,3,0,0,Ball Receipt*,Marc Guehi,England,2.0,9.0,Pass,Marc Guehi,England,True,79.0,False,False,False
123,3942819,1,2,9,00:02:09.252,Pass,Marc Guehi,England,England,41.0,17.9,,1.074966,From Free Kick,Declan Rice,12.238464,Ground Pass,,-1.1766337,45.7,6.6,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,2,3,0,5,3,0,0,Carry,Marc Guehi,England,2.0,9.0,Ball Receipt*,Declan Rice,England,True,79.0,False,False,False
124,3942819,1,2,10,00:02:10.327,Ball Receipt*,Declan Rice,England,England,45.7,6.6,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,2,3,0,5,3,0,0,Pass,Marc Guehi,England,2.0,9.0,Pass,Declan Rice,England,True,74.3,False,False,False
125,3942819,1,2,10,00:02:10.327,Pass,Declan Rice,England,England,45.7,6.6,,1.44107,From Free Kick,Marc Guehi,18.047161,Ground Pass,,2.6258829,30.0,15.5,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,2,3,0,5,3,0,0,Ball Receipt*,Declan Rice,England,2.0,10.0,Ball Receipt*,Marc Guehi,England,True,74.3,False,False,False
126,3942819,1,2,11,00:02:11.768,Ball Receipt*,Marc Guehi,England,England,30.0,15.5,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,2,3,0,5,3,0,0,Pass,Declan Rice,England,2.0,10.0,Carry,Marc Guehi,England,True,90.0,False,False,False
127,3942819,1,2,11,00:02:11.768,Carry,Marc Guehi,England,England,30.0,15.5,,1.1605,From Free Kick,,,,,,,,,,,,False,26.5,19.2,5.093132631298737,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,2,3,0,5,3,0,0,Ball Receipt*,Marc Guehi,England,2.0,11.0,Pass,Marc Guehi,England,True,90.0,False,False,False
128,3942819,1,2,12,00:02:12.928,Pass,Marc Guehi,England,England,26.5,19.2,,1.715241,From Free Kick,John Stones,26.376125,Ground Pass,,1.2346582,35.2,44.1,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,2,3,0,5,3,0,0,Carry,Marc Guehi,England,2.0,11.0,Ball Receipt*,John Stones,England,True,93.5,False,False,False
129,3942819,1,2,14,00:02:14.643,Ball Receipt*,John Stones,England,England,35.2,44.1,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,2,3,0,5,3,0,0,Pass,Marc Guehi,England,2.0,12.0,Carry,John Stones,England,True,84.8,False,False,False
130,3942819,1,2,14,00:02:14.643,Carry,John Stones,England,England,35.2,44.1,,4.24703,From Free Kick,,,,,,,,,,,,False,42.5,51.6,10.466135867644752,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,2,3,0,5,3,0,0,Ball Receipt*,John Stones,England,2.0,14.0,Pass,John Stones,England,True,84.8,False,False,False
131,3942819,1,2,18,00:02:18.890,Pass,John Stones,England,England,42.5,51.6,,1.43765,From Free Kick,Declan Rice,24.189667,Ground Pass,,-1.298743,49.0,28.3,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,2,3,0,5,3,0,0,Carry,John Stones,England,2.0,14.0,Ball Receipt*,Declan Rice,England,True,77.5,False,False,False
132,3942819,1,2,20,00:02:20.328,Ball Receipt*,Declan Rice,England,England,49.0,28.3,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,2,3,0,5,3,0,0,Pass,John Stones,England,2.0,18.0,Carry,Declan Rice,England,True,71.0,False,False,False
133,3942819,1,2,20,00:02:20.328,Carry,Declan Rice,England,England,49.0,28.3,,2.461265,From Free Kick,,,,,,,,,,,,False,50.1,20.9,7.481310045707238,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,2,3,0,5,3,0,0,Ball Receipt*,Declan Rice,England,2.0,20.0,Pass,Declan Rice,England,True,71.0,False,False,False
134,3942819,1,2,22,00:02:22.789,Pass,Declan Rice,England,England,50.1,20.9,,1.270076,From Free Kick,Phil Foden,24.045374,Ground Pass,,-0.80304337,66.8,3.6,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,2,3,0,5,3,0,0,Carry,Declan Rice,England,2.0,20.0,Ball Receipt*,Phil Foden,England,True,69.9,False,False,False
135,3942819,1,2,24,00:02:24.059,Ball Receipt*,Phil Foden,England,England,66.8,3.6,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 18, 'name': 'Right Attacking Midfield'}",,0,0,0,2,3,0,5,3,0,0,Pass,Declan Rice,England,2.0,22.0,Carry,Phil Foden,England,True,53.2,False,False,False
136,3942819,1,2,24,00:02:24.059,Carry,Phil Foden,England,England,66.8,3.6,,3.276844,From Free Kick,,,,,,,,,,,,False,75.0,17.3,15.966527487215249,,False,,"{'id': 18, 'name': 'Right Attacking Midfield'}",,0,0,0,2,3,0,5,3,0,0,Ball Receipt*,Phil Foden,England,2.0,24.0,Pass,Phil Foden,England,True,53.2,False,False,False
137,3942819,1,2,27,00:02:27.336,Pass,Phil Foden,England,England,75.0,17.3,,1.295701,From Free Kick,Declan Rice,9.4541,Ground Pass,,2.960793,65.7,19.0,,,,,False,,,,,False,,"{'id': 18, 'name': 'Right Attacking Midfield'}",,0,0,0,2,3,0,5,3,0,0,Carry,Phil Foden,England,2.0,24.0,Ball Receipt*,Declan Rice,England,True,45.0,False,False,False
138,3942819,1,2,28,00:02:28.632,Ball Receipt*,Declan Rice,England,England,65.7,19.0,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,2,3,0,5,3,0,0,Pass,Phil Foden,England,2.0,27.0,Carry,Declan Rice,England,True,54.3,False,False,False
139,3942819,1,2,28,00:02:28.632,Carry,Declan Rice,England,England,65.7,19.0,,6.207473,From Free Kick,,,,,,,,,,,,False,73.1,11.1,10.824509226750184,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,2,3,0,5,3,0,0,Ball Receipt*,Declan Rice,England,2.0,28.0,Pass,Declan Rice,England,True,54.3,False,False,False
140,3942819,1,2,34,00:02:34.839,Pass,Declan Rice,England,England,73.1,11.1,,1.087824,From Free Kick,Kieran Trippier,11.326517,Ground Pass,,-1.3301003,75.8,0.1,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,2,3,0,5,3,0,0,Carry,Declan Rice,England,2.0,28.0,Ball Receipt*,Kieran Trippier,England,True,46.900000000000006,False,False,False
